electromagnetic disturbance	Perturbation électromagnétique
electromagnetic field	Champ électromagnétique
electromagnetic gun	Catapulte électromagnétique
electromagnetic induction	Induction électromagnétique, induction mag
electromagnetic launcher	Catapulte électromagnétique
electromagnetic spectrum	Spectre électromagnétique
electromagnetic vulnerability	Vulnérabilité électromagnétique
electron configuration	Configuration électronique
electron dot structure	Formule de Lewis
electron pair	Doublet (doublet électronique)
electron volt	Électronvolt (eV)
electron work function	Énergie d’extraction d’un électron
electronic book	Livre numérique
electronic book reader	Liseuse
electronic commerce	Commerce électronique
electronic data interchange	Échange de données informatisé
electronic device	Appareil électronique
electronic ink	Encre électronique
electronic lock	Digicode, serrure électronique
electronic mail	Courrier électronique, courriel
electronic marketing	Marketing digital
electronic messaging	Messagerie électronique
electronic paper	Papier électronique
electronic pricing	Télépéage
electronic reader	Liseuse
electronic road pricing	Télépéage
electronic sell through	VADTD
electronic stability control	Électro-stabilisateur programmé
electronic stability program	Électro-stabilisateur programmé
electronic toll collection	Télépéage
electronic warfare support measures	Mesures de soutien de guerre électronique
electronic waste	Déchet électronique
electrothermal propulsion	Propulsion électrothermique
elegant fat-tailed mouse opossum	Opossum-souris élégant (Thylamys elegans W
elegant fat-tailed opossum	Opossum-souris élégant (Thylamys elegans W
elementary charge	Charge élémentaire
elementary reaction	Réaction élémentaire
elementary school	École élémentaire
elementary substance	Corps simple
eleostearic acid	Acide éléostéarique; L’acide α-éléostéarique (α-eleostearic aci
elephant in the room	L’éléphant dans la pièce
elephant seal	Éléphant de mer
elevator eyes	Mouvement vertical des yeux, en général ve
elevator scapulae	Muscle élévateur de la scapula
elevator shaft	Cage d’ascenseur
eleven hundred	Onze-cents
elfin forest	Forêt des elfes
elite overproduction	Surproduction d’élites
elixir of life	Élixir de la longue vie , elixir de la lon
elliptical trainer	Simulateur-ergomètre elliptique
elliptical training machine	Simulateur-ergomètre elliptique
elvis operator	Synonyme de null coalescing operator
em dash	Tiret cadratin (symbole —), utilisé pour i
em field	Champ électromagnétique
em-wave heating	Chauffage par ondes électromagnétiques
email address	Adresse de courrier électronique
embarrassment of riches	Embarras du choix, surabondance ; incertit
embedded journalist	Journaliste embarqué
embedded reporter	Journaliste embarqué
embedded system	Système embarqué
ember months	Quatre derniers mois de l'année, qui se te
embodied energy	Énergie grise
embryonic scission	Scission embryonnaire
embryonic stem cell	Cellule souche embryonnaire
emerald ash borer	Agrile du frêne (Agrilus planipennis)
emergency exit	Sortie de secours
emergency room	Urgences ; service d'accueil et de traitem
emergency shutdown	Arrêt d’urgence du réacteur
emotional contagion	Contagion émotionnelle
emotional marbling	Le fait de ressentir plusieurs émotions si
emotional selling point	Argument émotionnel
emotional trance	Uplifting trance
empathy washing	Habillage humanitaire
emperor penguin	Manchot empereur (oiseau)
empirical formula	Formule brute
employer branding	Stratégie d’image de l’employeur
employment exchange	Bourse du travail
empty constructor	Constructeur par défaut
empty out	Désemplir
empty set	Ensemble vide
empty shell	Coquille vide
empty voting	Vote nu
emulsion film	Film d’émulsion
en dash	Tiret demi-cadratin : symbole –, utilisé p
en garde	En garde
en masse	Tous ensemble, en masse
en passant	En passant; Prise en passant
en route	En route; En cours de route
en ventre sa mere	Terme juridique qui désigne le fœtus encor
enanthic acid	Acide énanthique (acide heptanoïque)
enantiomer resolution	Dédoublement d’un racémique
encapsulation matrix	Matrice de conditionnement
end burning	Combustion longitudinale
end credits	Générique de fin, générique
end game	Finale
end of operation	Cessation définitive d’exploitation
end of the world	Fin du monde
end result	Aboutissement
end titles	Générique de fin, générique
end up	Arriver, se retrouver (quelque part); Finir, prendre fin, se terminer; Finir par
end user	Utilisateur final
end-to-end processing	Traitement de bout en bout
endangered species	Espèce en voie de disparition
endo-exo isomerism	Isomérie endo-exo
endocrine disruptor	Perturbateur endocrinien
endocrine gland	Glande endocrine, glande qui déverse ses s
endocrine system	Système endocrinien, ensemble des glandes
endogenetic rock	Roche endogène
endogenic rock	Roche endogène
endogenous rock	Roche endogène
endorheic lake	Lac endoréique
endorsement agreement	Contrat d’endossement
energy avaibility factor	Taux de disponibilité en énergie
energy drink	Boisson énergisante
energy driver	Vecteur d’énergie pour fusion inertielle
energy flow	Flux d’énergie
energy mix	Bouquet énergétique
energy plus building	Bâtiment à énergie positive
energy recovery from waste	Valorisation énergétique des déchets
energy transduction	Transduction d’énergie
energy-efficient driving	Écoconduite
enfant terrible	Enfant terrible (au sens figuré)
engaged column	Colonne engagée
engagement area	Zone d’engagement
engagement book	Agenda, rituel
engine body	Corps de propulseur
engine immobiliser	Dispositif antidémarrage
engine thermostat	Calorstat
engineered protein	Protéine ingéniérisée
english landscape garden	Jardin à l’anglaise
enhanced human	Être humain augmenté
enhanced oil recovery	Récupération assistée du pétrole
enhanced radiation weapon	(dénomination officielle) Bombe à neutrons
enhanced soldier	Soldat augmenté
enjoy oneself	Se réjouir
enjoy your meal	Bon appétit. Note d’usage : Utilisé par un
enough is enough	Ça commence à bien faire
enquiry-based education	Démarche d’investigation
enquiry-based learning	Démarche d’investigation
enriched uranium	Uranium enrichi
enrichment cascade	Cascade d’enrichissement
enteric nervous system	Système nerveux entérique
enterprise resource planning application	Progiciel de gestion intégré
enterprise risk management	Gestion des risques d’entreprise
enthalpy of fusion	Enthalpie de fusion
enthalpy of sublimation	Enthalpie de sublimation
entity tag	Dans le protocole HTTP, identifiant assign
entity-relationship model	Modèle entité-association
entry point	Point d’entrée
entry point for the eye	Première chose que remarque celui qui voit
environmental ancillary benefit	Écobénéfice
environmental building	Bâtiment bioclimatique
environmental diplomacy	Diplomatie environnementale
environmental engineering	Génie de l’environnement
environmental estrogen	Xénoœstrogène
environmental impact assessment	Étude d’impact sur l’environnement
environmental migrant	Migrant environnemental
environmental tax	Écotaxe
eosinophil granulocyte	Éosinophile, granulocyte éosinophile
epic doom	Doom épique
epic doom metal	Doom épique
epic fail	Échec retentissant
epic morphism	Épimorphisme
epicranial aponeurosis	Aponévrose épicrânienne
epigallocatechin gallate	Gallate d’épigallocatéchine
epitympanic recess	Récessus épitympanique
equal comparison	Comparaison égale : comparaison de deux ob
equal sign	Signe égal , signe d'égalité
equal-channel angular extrusion	Extrusion en canal coudé
equal-channel angular pressing	Extrusion en canal coudé
equation system	Système d’équations
equatorial bond	Liaison équatoriale
equatorial orbit	Orbite équatoriale
equilateral triangle	Triangle équilatéral
equipotential line	Ligne de charge constante
equity crowdfunding	Financement participatif par titres
equity line	Ligne de capital
equity swap	Contrat d’échange sur actions
equivalence principle	Principe d’équivalence
equivalence relation	Relation d'équivalence
equivalent dose	Dose équivalente
eraillure scar	Marque irrégulière au niveau de la zone de
eraser pen	Effaceur
erect-crested penguin	Gorfou huppé (oiseau)
erector spinae	Muscle érecteur du rachis
ergative case	Cas ergatif, ergatif
ergative verb	Verbe ergatif
ergol film cooling	Refroidissement par film d’ergol
erosive burning	Combustion érosive
erp application	Progiciel de gestion intégré
error swallowing	Mauvaise pratique de programmation consist
error-based injection	Type d'injection SQL cherchant à provoquer
erucic acid	Acide érucique
es cell	Cellule souche embryonnaire
escape book	Livre-jeu d’évasion
escape character	Caractère d’échappement
escape sequence	Séquence d’échappement
escape velocity	Vitesse de libération
eskimo rolling	Esquimautage
espelette pepper	Piment d’Espelette
esprit de corps	Esprit de corps
essential amino acid	Acide aminé essentiel
essential fatty acid	Acide gras essentiel
essential oil	Huile essentielle
essex girl	Stéréotype attribué à une jeune femme de l
essive case	Essif
estate agent	Agent immobilier
estate car	Break
estate of	Succession
et cetera	Et cetera
etching needle	Pointe sèche
ethane sulfonic acid	Acide éthane sulfonique
ethanecarboxylic acid	Synonyme de propanoic acid (acide propioni
ethanoic acid	(nom systématique) Acide éthanoïque
ethanol fuel	Bioéthanol
ethical dative	Datif éthique
ethical loneliness	Solitude éthique
ethnic group	Ethnie
ethnic music	Musiques du monde
ethyl alcohol	Alcool éthylique
ethyl mercaptan	Synonyme de ethanethiol
ethylene glycol	Éthylène glycol, glycol
ethylene oxide	Oxyde d’éthylène
euclidean space	Espace euclidien
euclidian space	Espace euclidien
eurasian lynx	Lynx boréal, lynx d’Eurasie
european barracuda	Bécune européenne
european carp	Carpe commune
european dark bee	Abeille noire (Apis mellifera mellifera)
european eel	Anguille d’Europe
european hornet	Frelon européen (Vespa crabro)
european modular system	Ensemble routier de grande capacité
european plaice	Plie commune, poisson plat de la famille P
european toad	Crapaud commun
eustachian tube	Trompe d’Eustache
eutectic point	point d’eutexie
eve teasing	(Pakistan) Agression sexuelle collective e
even a broken clock is right twice a day	Même une horloge arrêtée donne l’heure jus; Quelqu’un qui répète constamment la
even a stopped clock is right twice a day	Même une horloge arrêtée donne l’heure jus; Quelqu’un qui répète constamment la
even if	Même si
even keel	Sans différence
even strength	Égalité numérique
even though	Encore que, bien que, quoique, tandis que
evening dress	Habit
evening meal	Repas du soir. Souper
event data recorder	Enregistreur de données de route (EDR), bo
event driven strategy	Politique opportuniste
event handler	Gestionnaire d’évènement
event horizon	Horizon des événements
event marketing	Vente à l’évènement
event of default	Déchéance du terme de la créance
ever since	Depuis lors, depuis; Depuis que; Continûment depuis
every bit	Exactement, complètement
every blessed day	Tous les jours que Dieu fait
every cloud has a silver lining	A quelque chose malheur est bon ; Dans tou
every day	Chaque jour, tous les jours
every day is a school day	On en apprend tous les jours
every man for himself	Chacun pour soi; Sauve qui peut
every nook and cranny	Tous les coins et recoins
every so often	Occasionnellement, de manière intermittent
everybody else	Tous les autres
everyone else	Tous les autres
everything else	Toute autre chose
everywhere else	Partout ailleurs
evidence-based medicine	Médecine fondée sur des données probantes
evil eye	Mauvais œil
evil spirit	Esprit malin
evil twin	Double maléfique
evolutionary developmental biology	Biologie évolutive du développement
evolutionary mosaic	Mosaïque évolutive
evolutionary psychology	Psychologie évolutionniste
ex cathedra	Ex cathedra
ex nihilo	Ex nihilo
ex officio	Ex officio
ex parte	Ex parte
ex post facto	Ex post facto
ex works	En usine
exact science	Science exacte
except for	En outre, hormis, sauf; Excepté, à l’exception de
exception handling	Levée d’exception
excess of loss	En excédent de sinistre
exchange premium	Agio
exchange rate	Taux de change, cours de change ; change
exchange traded fund	Fonds indiciel coté
excitation energy	Énergie d’excitation
excited state	État excité
exclamation mark	Point d’exclamation
exclamation point	Point d’exclamation
exclusion zone	Zone dans laquelle une autorité interdit c
exclusive lane	Site propre
exclusive ride time	Réservation d’une ou de plusieurs attracti
exclusive way	Site propre
excuse oneself	S'excuser; faire ses toilettes
execution detail	Détail d’exécution
executive committee	comité exécutif
executive order	Ordonnance prise par l’autorité à la tête
executive summary	Sommaire de gestion, résumé d'opération
exhaust gas	Gaz de chasse
exhaust gas recirculation	Recyclage des gaz d’échappement
exhaust gas recirculation system	Recyclage des gaz d’échappement
exhaust pipe	Sortie de pot d’échappement
existential quantifier	quantificateur existentiel
exit strategy	Stratégie de retrait
exit tax	Taxe d’expatriation
exo earth	Exoterre
exocrine gland	Glande exocrine, glande qui déverse ses sé
exogenetic rock	Roche exogène
exogenic rock	Roche exogène
exogenous rock	Roche exogène
exotic species	Espèce exotique
expandable nozzle	Divergent déployable
expanded glass	Verre expansé
expander bleed cycle	Cycle ouvert à expanseur
expanding species	Espèce proliférante
expansion joint	Joint de dilatation
expansion molding	Moulage par expansion
expansion moulding	Moulage par expansion
expendable launch vehicle	Lanceur consommable
expendable launcher	Lanceur consommable
experience goods	Produit de qualité vérifiable après l’acha
experimental reactor	Réacteur expérimental
expert system	Système expert
expiration date	Date de péremption
expletive deleted	Remplace un juron ou une grossièreté. Équi
explicit join	Jointure explicite
exploding cucumber	Concombre explosif
exploitation film	Film d’exploitation
exploitation movie	Film d’exploitation
explosive bolt	Boulon pyrotechnique
explosive ordnance disposal	Neutralisation d’engins explosifs
explosive strength	Explosivité
exponential backoff	Algorithme qui réessaye une opération selo
exponential growth	Croissance exponentielle
exposure assessment	Expologie
expressed sequence tag	Étiquette de séquence transcrite
expression library	Banque d’expression
expression vector	Vecteur d’expression
extendable nozzle	Divergent déployable
extended family	Famille étendue, parents
extended play	Minialbum, EP
extended-reach drilling	Forage à long déport
extensive-form game	Jeu extensif
extensor carpi radialis brevis	Muscle court extenseur radial du carpe
extensor carpi radialis longus	Muscle long extenseur radial du carpe
extensor carpi ulnaris	Muscle extenseur ulnaire du carpe
extensor digiti minimi	Muscle extenseur du petit doigt
extensor digitorum	Muscle extenseur des doigts de la main
extensor digitorum brevis	Muscle court extenseur des orteils
extensor digitorum longus	Muscle long extenseur des orteils
extensor hallucis longus	Muscle long extenseur de l’hallux
extensor indicis	Muscle extenseur de l’index
extensor pollicis brevis	Muscle court extenseur du pouce
extensor pollicis longus	Muscle long extenseur du pouce
extenuating circumstance	Circonstance atténuante
external anal sphincter	Muscle sphincter externe de l’anus
external burning	Combustion transversale extérieure
external burning engine	Propulseur à combustion externe
external emergency plan	Plan particulier d’intervention
external event	Agression externe
external hazard	Agression externe
external intercostal muscle	Muscle intercostal externe
external link	Lien externe
external oblique of abdomen	Muscle oblique externe de l’abdomen
external occipital crest	Crête occipitale externe
external occipital protuberance	Protubérance occipitale externe
external urethral sphincter	Muscle sphincter externe de l’urètre
extra point	Transformation
extra time	Prolongation
extracellular matrix	Matrice extracellulaire
extract the urine	Se moquer de
extract transform load	Extracto-chargeur
extraordinary rendition	Transfert illégal
extrasolar planet	Exoplanète
extraterrestrial biology	Exobiologie
extreme close-up	Très gros plan
extreme free falling	Saut extrême
extreme programming	Extreme programming
extreme sport	Pratique extrême
extreme unction	Extrême-onction
extrusion blow molding	Moulage par extrusion et soufflage
extrusion blow moulding	Moulage par extrusion et soufflage
eye candy	Régal pour les yeux
eye chart	Tableau optométrique
eye contact	Contact visuel
eye dialect	Un ensemble de telles graphies, tel qu'uti
eye for an eye	Forme raccourcie de eye for an eye, a toot
eye liner	Maquillage sombre pour souligner le contou
eye socket	Orbite
eye tracking device	Oculomètre
f agent	Facteur de fertilité
f element	Facteur de fertilité
f episome	Facteur de fertilité
f factor	Facteur de fertilité
f plasmid	Facteur de fertilité
face fucking	Limage de bouche
face off	Confrontation en face à face; Se confronter en face à face
face swap	Substitution de visage
face to face	En tête-à-tête
face up	Affronter une situation difficile, lui fai
face up to	Faire face à
face value	Valeur faciale; Sens strict et littéral ; ce qui est annon
facial composite	Portrait-robot
facial skeleton	Splanchnocrâne
facial tissue	Mouchoir en papier, kleenex
facilities management	Gérance de l’informatique
facilities manager	Responsable des services généraux
facilities report	Fiche technique
facility report	Rapport sur les conditions d’exposition
facility robotics	Immotique
facsimile equipment	Télécopieur
fact checking	Fact-checking
factor in	Inclure
factory outlet	Magasin d’usine
factory reset	Hard reset
facts of life	(Souvent précédé par l’article défini the)
facultative parasite	Parasite facultatif
fade away	Disparaître; S'effacer, s'éloigner
fade in	Fondu d’ouverture, depuis une image noire; Faire un fondu d’ouverture; Augmentat
fade out	Fondu de fermeture, vers le noir; Faire un fondu de fermeture; Atténuation progr
faggot cell	Cellule que l'on retrouve normalement dans
fail over	Basculer sur un système de secours redonda
failed state	État failli
failing state	État défaillant
failure to rescue	Échec de sauvetage
fainting spell	Syncope, défaillance, évanouissement
fair cop	Arrestation ou interpellation justifiée pa; Toute accusation non défendable mena
fair data	Données FAIR
fair die	Dé équilibré; Dé à faces équiprobables
fair dinkum	Franc, sincère, loyal; Vraiment, honnêtement
fair enough	Soit, admettons, d'accord
fair play	Fair-play
fair trade	Commerce équitable
fair use	(Littéralement, usage loyal ou usage raiso
fair-weather waterspout	Synonyme de non-tornadic waterspout
fairy cake	Cupcake
fairy floss	Barbe à papa (confiserie)
fairy penguin	Manchot pygmée (oiseau)
fairy ring	Cercle de fées
fairy tale	Conte de fées
fait accompli	Fait accompli
fake news	Fausse information transmise par voie de p
fall apart	Se déglinguer, désintégrer; Être en état de crise émotionnelle; perdre
fall asleep	Dormier debout (Être très fatigué ou ennuy; S’endormir (une action passive)
fall back	Reculer, rétrograder
fall back on	Se rabattre sur
fall behind	Définition manquante ou à compléter. (Ajou
fall by the wayside	Être abandonné, tomber à l’eau (au figuré)
fall for	Tomber dans le panneau
fall ill	Tomber malade
fall in love	Tomber amoureux, tomber en amour, s’amoura
fall into line	Rentrer dans le rang, se conformer
fall line	Ligne de pente
fall through	Tomber à l’eau, être annulé, ne pas se con
fall upon	Fondre sur
fallen angel	Ange déchu
falling out	Désaccord, dispute
falling sickness	Synonyme de epilepsy (épilepsie)
falling star	Étoile filante
fallopian tube	Trompe de Fallope
fallout shelter	Abri antiatomique
false cognate	Paire de mots de deux langues différentes,
false color	Fausse couleur
false colour	Fausse couleur
false dawn	Lumière zodiacale; Chose causant un espoir prématuré, signe p
false flag	Fausse bannière ou faux drapeau utilisé co; Fausse bannière : opération militair
false friend	Faux-ami
false fruit	Faux-fruit
false hellebore	Vératre
false helleborine	Vératre blanc
false leopardbane	Doronic
false loan	Faux emprunt
false memory	Faux souvenir, souvenir d’un évènement qui
false negative	Faux négatif
false positive	Faux positif
false pregnancy	Grossesse nerveuse
false punishment	Punition injuste
false representations	Fausse représentation
false teeth	Denture artificielle
false yam	Bankanas (Icacina oliviformis (Poir.) J.Ra
familiarity breeds contempt	La familiarité engendre le mépris
family childcare	Garde en milieu familial
family friend	Ami de la famille
family name	Nom de famille
family office	Family office
family planning	Planning familial
family tree	Arbre généalogique
fan death	Mort par ventilateur
fan edit	Montage sauvage
fan engine	Réacteur à double flux
fan jet	Réacteur à double flux
fan leader	Fan leader
fan out	Se répandre en éventail, se déployer
fanny about	S’amuser en faisant des conneries
fanny around	S’amuser en faisant des conneries
far away	Au loin, dans le lointain
far cry	Quelque chose de lointain et différent
far east	Extrême-Orient
far range	Portée distale
far right	Extrême droite
faradaic current	Courant faradique
faraday cage	Cage de Faraday
faradic current	Courant faradique
faradic yield	Rendement faradique
fare thee well	Adieu
farm animal	Animal de ferme
farming lease	Bail
fasciated antshrike	Batara fascié
fashion designer	Modéliste
fashion faux pas	Faute de goût en matière d'habillement, de
fashion show	Défilé de mode
fashion tech	Technologie de la mode
fashion technology	Technologie de la mode
fashion victim	Fashion victim
fast day	Jour d’abstinence, jour de jeûne
fast fashion	Collection éclair
fast fission	Fission rapide
fast forward	Avance rapide
fast hiking	Randonnée sportive
fast ignition	Allumage rapide
fast neutron	Neutron rapide
fast neutron fission	Fission rapide
fast neutron reactor	Réacteur à neutrons rapides
fast packing	Randonnée sportive
fast radio burst	Sursaut radio rapide
fast reactor	Réacteur à neutrons rapides
fast rewind	Retour rapide
fast track	En circuit rapide; Circuit de vitesse; Avancer à une exceptionnelle rapidité
fast tracking	En circuit rapide; Procédure accélérée
fat amy	Surnom de l’avion Lockheed Martin F-35 Lig
fat client	Client lourd
fat fetish	Type de fétichisme sexuel dans lequel une
fat tree	Type d'arbre dont les liens deviennent plu
fata morgana	Fata Morgana
father figure	Figure paternelle, figure du père
father-bother merger	Convergence phonologique des premières voy
fatten up	Engraisser
fatty acid	Acide gras
fatty acid ethyl ester	Ester éthylique d’acide gras
fatty acid methyl ester	Ester méthylique d’acide gras
fault line	Ligne de faille; Ligne de fracture
fault tolerance	Tolérance aux pannes
fault tolerant	Tolérant aux pannes
fault tree	Arbre de défaillances
fault tree analysis	Analyse par arbre de défaillances
faustian bargain	Pacte faustien
faux ami	Faux-ami, mot semblable dans une autre lan
faux pas	Faute dans un contexte social, impair
favid coral	Corail de la famille des Faviidae
fax machine	Télécopieur
fear of missing out	Une forme d’anxiété sociale caractérisée p
feast day	Fête
feast on	manger, déguster, s'empifrer
feather blade	Paleron
feather duster	Plumeau
feature costing	Méthode des coûts stables
feature film	Film principal, projeté au cours d’un prog; Long métrage
feature flag	Feature flag
feature pattern	Motif caractéristique
fed up	Gavé, qui en a assez, qui en a ras-le-bol,
fed up to the back teeth	En avoir plein le cul, en avoir ras le bol
federated table	Table fédérée
feed dog	Griffes d’entraînement d'une machine à cou
feed system	Circuit d’alimentation
feeder channel	Canal de distribution
feeder ship	Navire collecteur
feeding diving	Plongée avec appât
feel out	Ressentir, se mettre émotionnellement à la
feel sorry for	Plaindre, ressentir de la pitié pour
feel the burn	Sentir la sensation de brûlure qui survien; Ressentir le plaisir ou la brûlure v
fehling's solution	Liqueur de Fehling
feliz navidad	Joyeux Noël
fell off a truck	Tombé du camion
fellow feeling	Fraternité; Sympathie
felony murder	Homicide concomitant d’une infraction maje
felt lichen	Peltigère didactyle (Peltigera didactyla)
felt-tip pen	Stylo-feutre, crayon-feutre, feutre
female condom	Préservatif féminin
feme covert	Femme mariée
femme fatale	Femme fatale
fend for oneself	Se débrouiller seul
fend off	Éviter, repousser
feng shui	Feng shui; Fengshuiser
fennec fox	Fennec
fennel flower	Nigelle cultivée
feral cat	Chat haret
ferret out	Débusquer, découvrir, dénicher
ferris wheel	Grande roue
ferrous metal	Métal ferreux
fertility factor	Facteur de fertilité
fess up	Confesser
fever bush	Arbre à épice, lindéra benzoin, arbre à fi
few and far between	Rare, qui ne court pas les rues, qui n’est
fewer and fewer	De moins en moins de, en nombre
feynman diagram	Diagramme de Feynman
fhss modulation	Modulation à spectre étalé à sauts de fréq
fiat money	assignat, type de monnaie qui n'est pas le
fiber in the loop	Desserte par fibre
fiber optics	Fibronique
fiber to the building	Desserte par fibre de l’immeuble
fiber to the curb	Desserte par fibre de l’immeuble
fiber to the home	Desserte par fibre de l’abonné
fiber to the office	Desserte par fibre de l’abonné
fiber to the premises	Desserte par fibre de l’abonné
fiber-like material	Matériau fibreux
fibonacci number	Nombre de Fibonacci
fibonacci sequence	Suite de Fibonacci
fibre optics	Fibronique
fibroblast activation protein alpha	Protéase de surface
fibularis brevis	Muscle court fibulaire
fibularis longus	Muscle long fibulaire
fictional city	Ville fictive
fiddle around	Perdre son temps
fiddle with	Jouer avec, tripoter
fidget spinner	Type de toupie à main
field archery	Tir campagne
field bindweed	Liseron
field day	journée champêtre; grand jour, jour faste
field hockey	Hockey sur gazon
field hospital	Ambulance
field marketing	Mercatique de terrain
field mouse	Mulot
field strip	Segment géographique
field test	Essai dans les conditions réelles d’exploi
field walk	Parcours instrumental
fifteen hundred	Quinze-cents
fifth generation language	Langage de cinquième génération
fifth normal form	Cinquième forme normale
fifth wheel	Cinquième roue du carrosse; Sellette (plateforme sur laquelle vient re
fig orchard	Figuerie
fig tree	Figuier
fight back	contrattaquer
fighting game	Jeu de baston
figlia de butana	Fille de pute
figure of speech	Figure de style
figure out	Résoudre, trouver comment faire; Arriver à comprendre, déduire, apprendre,
figure skating	Patinage artistique
figure-of-eight knot	Nœud en huit, nœud de huit
filament winding	Enroulement filamentaire
filamentous fungus	Champignon filamenteux
file cabinet	Fichier, classeur
file descriptor	Descripteur de fichier (une clé abstraite
file extension	Extension de fichier
file for bankruptcy	déposer le bilan, faire faillite; Mettre la clé sous la porte
file manager	Gestionnaire de fichiers
file system	Système de fichiers
filename extension	Extension de fichier
filial piety	Piété filiale
filing cabinet	Fichier, classeur
filing card	Fiche (papier)
fill in	Remplacer quelqu’un; Renseigner quelqu'un; Compléter, remplir (un formulaire, un
fill out	Compléter, remplir (un formulaire, un ques
fill up	Combler; Compléter, remplir; Gaver
filler word	Mot-cheville
fillet chain on	Filet avec chaînette
fillet weld	Soudure d’angle
film blowing	Soufflage de gaine
film boiling	Caléfaction
film cooling	Refroidissement par film fluide
film elasticity modulus	Module d’élasticité d’un film
film equivalent thickness	Épaisseur équivalente d’un film
film industry	Industrie cinématographique, industrie du
film noir	Film noir (en tant que genre cinématograph; Film noir (en tant qu’œuvre), produc
film projector	Cinématographe
film spontaneous rupturing	Rupture spontanée d’un film
film tension	Tension d’un film
filter hybridization	Hybridation sur filtre
filter out	Éliminer par filtrage (des impuretés, …); Éliminer
filtered image	Image filtrée
final class	Classe finale
final girl	Dans les films d’horreur, en particulier l
final method	Méthode finale
final shutdown	Mise à l’arrêt définitif
final sigma	Sigma final
final straw	Déclencheur
financial domination	Domination financière
financial futures	Contrat à terme d’instrument financier
financial futures market	Marché à terme d’instruments financiers
financial year	Année financière
find back	Retrouver
find flies in the ointment	Tomber sur un os
find out	Découvrir
findable accessible interoperable reusable data	Données FAIR
finders keepers	Trouver, c’est garder (quiconque trouve un
fine arts	Beaux-arts
fine control rod	Barre de pilotage
fine grain print	Positif intermédiaire, copie intermédiaire
finger bowl	Rince-doigt
finger food	Amuse-bouche ayant la particularité de ne
finger free february	Version féminine de No Nut November
finger millet	Éleusine cultivée
fingers crossed	Croisons les doigts, on croise les doigts
finish line	Ligne d’arrivée
finish off	Achever; Tuer
finless porpoise	Marsouin aptère
fiordland crested penguin	Gorfou du Fiordland (oiseau)
fiordland penguin	Gorfou du Fiordland (oiseau)
fire axe	Hache de pompier
fire department	Service d’incendie et de secours
fire drill	Exercice d'incendie; Agitation improductive; Méthode de production du feu par fr
fire eater	Cracheur de feu
fire engine	Fourgon d’incendie, camion d’incendie, cam
fire extinguisher	Extincteur
fire hose	Tuyau d’incendie, boyau d’incendie
fire hydrant	Bouche d’incendie
fire in the hole	S'emploie pour prévenir d'une explosion im; Mise à feu interétage
fire off	Partir
fire point	Point d’inflammation
fire station	Caserne de pompiers
fire truck	Fourgon d’incendie, camion d’incendie, cam
firearms licence	Permis de port d’arme
firing line	La ligne de laquelle les soldats font feu,; Un rang de tireurs
firing window	Créneau de lancement
firm up	Préciser, élaborer plus précisément; Raffermir; Se raffermir
first aid	Premiers secours
first aid kit	Trousse de secours
first baseman	Joueur de premier but
first blood	Condition gagnante dans un combat, général; Première offense, revers, blessure e
first cousin	Cousin germain ou cousine germaine; enfant
first cousin once removed	Enfant du cousin germain ou de la cousine; Cousin germain ou cousine germaine du
first degree	Premier degré
first degree murder	Meurtre au premier degré
first degree rape	Viol aggravé
first dibs	Préférence, premier choix
first floor	Premier étage; Rez-de-chaussée
first generation language	Langage de première génération
first hand	De première main
first installment	Premier acompte, versement initial; Acompte
first instalment	Premier acompte, versement initial; Acompte
first lady	Première dame
first language	Langue maternelle
first light	Aurore, levée du jour
first name	Prénom
first normal form	Première forme normale
first of all	Tout d’abord, au commencement, d’abord, en
first off	D’abord, premièrement, en premier lieu
first person shooter	Jeu de tir en vue subjective
first person view	Vue subjective, vue à la première personne
first principle	Principe premier, postulat
first space velocity	Première vitesse cosmique
first things first	Il faut parer au plus pressé, faire chaque
first up	D’abord, premièrement, en premier lieu
first world	Premier monde
first world problem	Problème du premier monde
first-degree burn	Brûlure au premier degré
first-degree murder	Homicide volontaire avec préméditation
first-generation biofuel	Biocarburant de première génération
first-pass yield	Rendement de premier passage : taux de piè
fiscal cliff	Couperet budgétaire
fiscal year	Exercice, année fiscale
fischer projection	Projection de Fischer
fish and chips	Poisson-frites
fish bone	Arête (de poisson)
fish finger	Bâton de poisson
fish hook	Hameçon
fish hook theory	Théorie de l’hameçon
fish ladder	Échelle à poissons
fish market	Marché aux poissons
fish meal fishery	Pêche minotière
fish pass	Échelle à poissons
fish sauce	Sauce de poisson, nuoc mam
fish stick	Bâton de poisson
fishing effort	Effort de pêche
fishing rod	Canne à pêche
fishnet stockings	Bas résille
fission bomb	Bombe à fission, Bombe atomique, bombe A
fission product	Produit de fission
fit like a glove	Aller comme un gant
fit out	Équiper; Garnir
fit the bill	Être bien adapté, être convenable
fit together	Concorder, convenir, correspondre, coïncid
fitness training	Gymnastique de forme
fitting room	Cabine d’essayage; Salon d’essayage
fitting up	Montage
five nines	La grande majorité, à 99,999 %, disponibil
five of a kind	Cinq cartes identiques ; main composée de
five-finger discount	Définition manquante ou à compléter. (Ajou
fix up	Retaper, rénover
fixed air	Air fixe ou air fixé
fixed arm transfer machine	Bras de transfert
fixed layout	Mise en page fixe
fixed point	Point fixe; Virgule fixe
fizz buzz	Jeu didactique destiné aux enfants dans le
fizzle out	Finir en queue de poisson
fizzy water	Eau gazeuse
